zone,lat,long,crimeRank,educationRank,employmentRank,geographicAccessRank,healthRank,housingRank,incomeRank,rank
http://statistics.data.gov.uk/id/statistical-geography/S01000216,57.17263,-2.12542,3279,2911,5035,5864,4009,3252,5433,5147
http://statistics.data.gov.uk/id/statistical-geography/S01000217,57.1738,-2.11788,360,333,689,5277,331,1176,1481,674
http://statistics.data.gov.uk/id/statistical-geography/S01000218,57.17401,-2.18868,1645,2222,2024,4797,2926,4089,3425,2802
http://statistics.data.gov.uk/id/statistical-geography/S01000219,57.17409,-2.12038,1372,346,1491,4890,222,1133,1248,845
http://statistics.data.gov.uk/id/statistical-geography/S01000220,57.17357,-2.09518,4361,2506,6393,4159,4190,3087,5954,5477
http://statistics.data.gov.uk/id/statistical-geography/S01000221,57.17308,-2.14221,1411,2002,2125,5412,666,1475,1642,1671
http://statistics.data.gov.uk/id/statistical-geography/S01000222,57.17554,-2.18158,1444,2556,3762,5900,3243,1651,3487,3604
http://statistics.data.gov.uk/id/statistical-geography/S01000223,57.17624,-2.16045,2610,4341,4356,4892,3301,2085,5286,4871
http://statistics.data.gov.uk/id/statistical-geography/S01000224,57.17553,-2.19134,2233,2349,3286,5137,3077,3086,3312,3373
http://statistics.data.gov.uk/id/statistical-geography/S01000225,57.17971,-2.10073,2913,3949,4015,4960,4999,3622,4433,4815
http://statistics.data.gov.uk/id/statistical-geography/S01000226,57.17681,-2.08863,3827,5268,5667,4030,4840,5260,6317,6088
http://statistics.data.gov.uk/id/statistical-geography/S01000227,57.1783,-2.12949,5144,4717,6417,3075,5453,6373,5972,6175
http://statistics.data.gov.uk/id/statistical-geography/S01000228,57.17817,-2.16902,319,1603,5161,6063,4254,2293,4346,3923
http://statistics.data.gov.uk/id/statistical-geography/S01000229,57.17976,-2.18332,1145,1768,2778,4976,2097,3354,2727,2558
http://statistics.data.gov.uk/id/statistical-geography/S01000230,57.17877,-2.11759,1466,2889,4737,2321,3579,1714,4561,4032
http://statistics.data.gov.uk/id/statistical-geography/S01000231,57.17956,-2.13429,4774,5038,5956,5175,5991,5380,6259,6392
http://statistics.data.gov.uk/id/statistical-geography/S01000232,57.18103,-2.0984,1405,2230,3225,4430,3062,1373,2848,2977
http://statistics.data.gov.uk/id/statistical-geography/S01000233,57.18147,-2.10965,4790,2453,4009,4580,2211,2019,3012,3405
http://statistics.data.gov.uk/id/statistical-geography/S01000234,57.18365,-2.14539,2886,4462,5929,4880,5824,4606,6122,6133
http://statistics.data.gov.uk/id/statistical-geography/S01000235,57.18234,-2.13844,3854,5170,5812,5473,5876,5116,5996,6297
http://statistics.data.gov.uk/id/statistical-geography/S01000236,57.18193,-2.0951,3966,4114,4292,4842,4971,5344,5292,5306
http://statistics.data.gov.uk/id/statistical-geography/S01000237,57.18047,-2.19269,4485,4038,5598,3240,4361,5788,6139,5672
http://statistics.data.gov.uk/id/statistical-geography/S01000238,57.18414,-2.13365,5817,4658,6456,5674,6004,4384,6303,6458
http://statistics.data.gov.uk/id/statistical-geography/S01000239,57.18489,-2.10057,3268,5281,5816,3930,4685,5509,6174,6026
http://statistics.data.gov.uk/id/statistical-geography/S01000240,57.18416,-2.11429,2570,3886,5180,6321,4563,3670,5296,5448
http://statistics.data.gov.uk/id/statistical-geography/S01000241,57.18467,-2.12535,5590,5736,6438,3278,6463,6359,6470,6462
http://statistics.data.gov.uk/id/statistical-geography/S01000242,57.18301,-2.08915,3249,3928,6441,4329,5047,1090,6021,5848
http://statistics.data.gov.uk/id/statistical-geography/S01000243,57.1862,-2.11447,5040,5769,6370,5634,4977,5689,6502,6467
http://statistics.data.gov.uk/id/statistical-geography/S01000244,57.18665,-2.18135,1091,2907,3916,2521,3318,2686,4365,3679
http://statistics.data.gov.uk/id/statistical-geography/S01000245,57.18813,-2.11709,4705,3991,4543,3395,4483,5437,4865,5037
http://statistics.data.gov.uk/id/statistical-geography/S01000246,57.189,-2.1249,5903,4947,5864,3503,4790,3965,5933,6007
http://statistics.data.gov.uk/id/statistical-geography/S01000247,57.18946,-2.11497,6115,4801,5793,4107,5625,5933,6501,6321
http://statistics.data.gov.uk/id/statistical-geography/S01000248,57.18982,-2.11067,5127,4605,6120,3919,5342,3335,6454,6230
http://statistics.data.gov.uk/id/statistical-geography/S01000249,57.1937,-2.09579,6125,4917,5524,2734,4212,4692,5781,5665
http://statistics.data.gov.uk/id/statistical-geography/S01000250,57.19287,-2.11763,1039,5003,6197,3476,5131,6308,6242,5811
http://statistics.data.gov.uk/id/statistical-geography/S01000251,57.19363,-2.11371,6097,5228,6309,2910,6154,6008,6326,6365
http://statistics.data.gov.uk/id/statistical-geography/S01000252,57.19456,-2.12889,4923,4691,6202,3471,4809,3040,6364,6079
http://statistics.data.gov.uk/id/statistical-geography/S01000253,57.1946,-2.11896,5526,5297,6481,2020,6436,6225,6490,6306
http://statistics.data.gov.uk/id/statistical-geography/S01000254,57.19618,-2.10253,3870,5053,6395,2042,5266,5491,6066,5927
http://statistics.data.gov.uk/id/statistical-geography/S01000255,57.196,-2.13138,5966,4356,6046,2941,4666,2251,6325,5896
http://statistics.data.gov.uk/id/statistical-geography/S01000256,57.19223,-2.13179,3021,5446,5437,2531,2862,4709,4580,4864
http://statistics.data.gov.uk/id/statistical-geography/S01000257,57.20079,-2.18038,2821,4455,5301,3091,4533,5144,5355,5321
http://statistics.data.gov.uk/id/statistical-geography/S01000258,57.20034,-2.13048,5860,5677,6349,2153,6431,6184,6333,6331
http://statistics.data.gov.uk/id/statistical-geography/S01000259,57.1988,-2.10352,6398,5529,6364,1112,6148,6299,6362,6044
http://statistics.data.gov.uk/id/statistical-geography/S01000260,57.20005,-2.12258,6461,3921,6383,1820,5727,5529,6351,5952
http://statistics.data.gov.uk/id/statistical-geography/S01000261,57.20257,-2.18382,3963,4724,5528,3899,5839,5731,5900,6009
http://statistics.data.gov.uk/id/statistical-geography/S01000262,57.2062,-2.18564,2051,4233,5702,5040,5379,4704,5671,5768
http://statistics.data.gov.uk/id/statistical-geography/S01000263,57.20129,-2.09707,3346,4402,3344,1190,2856,5385,4095,3566
http://statistics.data.gov.uk/id/statistical-geography/S01000264,57.20807,-2.17826,3098,2012,3705,5370,2954,2722,4009,3744
http://statistics.data.gov.uk/id/statistical-geography/S01000265,57.20878,-2.18489,2357,2227,3791,4592,2347,2189,4356,3643
http://statistics.data.gov.uk/id/statistical-geography/S01000266,57.21096,-2.19045,3422,3821,4950,787,2925,4615,4490,3965
http://statistics.data.gov.uk/id/statistical-geography/S01000267,57.21049,-2.18142,1013,3033,3598,3427,4273,4996,3868,3782
http://statistics.data.gov.uk/id/statistical-geography/S01000268,56.77315,-2.41835,2724,2959,3463,899,5222,3961,2567,3046
http://statistics.data.gov.uk/id/statistical-geography/S01000269,56.77729,-2.41627,6326,5863,5562,317,5608,5602,5616,5036
http://statistics.data.gov.uk/id/statistical-geography/S01000270,56.7974,-2.51669,5859,4537,4958,339,4454,3722,4916,4279
http://statistics.data.gov.uk/id/statistical-geography/S01000271,56.79767,-2.33332,4796,3131,3631,429,3056,3099,4109,3185
http://statistics.data.gov.uk/id/statistical-geography/S01000272,56.83177,-2.46092,3788,4988,5626,935,4309,3224,5111,4879
http://statistics.data.gov.uk/id/statistical-geography/S01000273,56.81415,-2.62165,3367,4076,4452,316,6071,5627,3943,3867
http://statistics.data.gov.uk/id/statistical-geography/S01000274,56.82861,-2.2839,4898,2590,4916,912,5125,3716,3984,4040
http://statistics.data.gov.uk/id/statistical-geography/S01000275,56.82962,-2.47444,5063,4137,5465,4886,5171,4452,4405,5475
http://statistics.data.gov.uk/id/statistical-geography/S01000276,56.84208,-2.28382,6441,5982,6066,983,6363,6156,6043,5923
http://statistics.data.gov.uk/id/statistical-geography/S01000277,56.8434,-2.28001,1745,4968,5242,1726,3895,5019,4646,4681
http://statistics.data.gov.uk/id/statistical-geography/S01000278,56.84467,-2.28326,3044,1384,3201,3389,2584,5143,1954,2423
http://statistics.data.gov.uk/id/statistical-geography/S01000279,56.83517,-2.46367,3942,5225,6107,1442,6065,2953,5141,5482
http://statistics.data.gov.uk/id/statistical-geography/S01000280,56.85783,-2.27805,5490,4681,5420,375,4207,4050,5452,4586
http://statistics.data.gov.uk/id/statistical-geography/S01000281,56.85327,-2.57701,4949,3260,5117,179,5355,1720,4826,3879
http://statistics.data.gov.uk/id/statistical-geography/S01000282,56.87325,-2.41274,4793,4036,5584,294,5702,2514,4787,4364
http://statistics.data.gov.uk/id/statistical-geography/S01000283,56.90136,-2.45107,5170,5784,5721,468,5302,3731,5017,4927
http://statistics.data.gov.uk/id/statistical-geography/S01000284,56.91863,-2.23092,4975,6003,6382,162,5650,2489,6292,5051
http://statistics.data.gov.uk/id/statistical-geography/S01000285,56.91928,-2.3527,3458,5516,5817,281,5737,4399,6108,4977
http://statistics.data.gov.uk/id/statistical-geography/S01000286,56.96054,-2.2075,3313,4573,3961,5590,4104,3522,4347,4816
http://statistics.data.gov.uk/id/statistical-geography/S01000287,56.96138,-2.22135,4122,6017,5905,2562,5247,5319,5789,5990
http://statistics.data.gov.uk/id/statistical-geography/S01000288,56.96257,-2.22856,5332,4646,6193,2827,4887,5610,6171,6028
http://statistics.data.gov.uk/id/statistical-geography/S01000289,56.96384,-2.2215,3263,4248,4593,4891,5191,4141,3611,4831
http://statistics.data.gov.uk/id/statistical-geography/S01000290,56.96392,-2.22512,3010,2568,2290,4700,3190,3436,2171,2674
http://statistics.data.gov.uk/id/statistical-geography/S01000291,56.96639,-2.23348,4900,5873,5444,4260,4986,5881,5611,6060
http://statistics.data.gov.uk/id/statistical-geography/S01000292,56.96655,-2.21905,2358,5604,5407,5553,4158,5400,4841,5558
http://statistics.data.gov.uk/id/statistical-geography/S01000293,56.96546,-2.2081,782,5156,4868,6378,3557,3800,3731,4587
http://statistics.data.gov.uk/id/statistical-geography/S01000294,56.96902,-2.23666,6304,5413,6013,3459,6294,6263,5839,6323
http://statistics.data.gov.uk/id/statistical-geography/S01000295,56.96904,-2.22515,6487,5793,6122,3568,6040,6212,5985,6395
http://statistics.data.gov.uk/id/statistical-geography/S01000296,56.96682,-2.21469,4562,6284,5930,5569,6019,5879,5620,6412
http://statistics.data.gov.uk/id/statistical-geography/S01000297,56.97065,-2.23223,4802,4763,5052,2407,3787,6166,5589,5257
http://statistics.data.gov.uk/id/statistical-geography/S01000298,56.97155,-2.22681,4404,5625,5896,3604,6013,5843,5795,6229
http://statistics.data.gov.uk/id/statistical-geography/S01000299,57.02776,-2.51973,5999,6149,6297,267,5286,5004,6198,5264
http://statistics.data.gov.uk/id/statistical-geography/S01000300,56.99042,-2.26921,4003,5493,6111,272,6241,3237,6136,5113
http://statistics.data.gov.uk/id/statistical-geography/S01000301,57.0048,-3.39983,4604,5428,6036,628,6030,4580,6008,5438
http://statistics.data.gov.uk/id/statistical-geography/S01000302,57.02371,-2.63822,5746,5692,6246,43,5710,2444,6131,4688
http://statistics.data.gov.uk/id/statistical-geography/S01000303,57.05431,-3.08241,3916,5302,4788,332,6364,2472,5553,4645
http://statistics.data.gov.uk/id/statistical-geography/S01000304,57.02996,-2.15568,6276,5889,6478,685,6106,6498,6420,5905
http://statistics.data.gov.uk/id/statistical-geography/S01000305,57.03265,-2.14638,5983,4311,5312,577,4807,4351,5273,4755
http://statistics.data.gov.uk/id/statistical-geography/S01000306,57.05159,-2.3517,5643,6147,6212,144,6290,3693,6444,5178
http://statistics.data.gov.uk/id/statistical-geography/S01000307,57.03614,-2.15137,6249,5458,6072,682,4657,6188,5903,5387
http://statistics.data.gov.uk/id/statistical-geography/S01000308,57.03818,-2.19376,4237,5217,6306,404,5895,5372,6081,5271
http://statistics.data.gov.uk/id/statistical-geography/S01000309,57.07827,-2.79406,4895,5241,6114,370,5481,3769,5534,5013
http://statistics.data.gov.uk/id/statistical-geography/S01000310,57.05298,-2.14175,5618,5263,6198,2168,5813,5562,6221,6160
http://statistics.data.gov.uk/id/statistical-geography/S01000311,57.05198,-2.49714,723,6155,6154,5364,4936,5081,6194,6022
http://statistics.data.gov.uk/id/statistical-geography/S01000312,57.0484,-3.04182,4351,4266,5824,4501,4014,2079,4626,5319
http://statistics.data.gov.uk/id/statistical-geography/S01000313,57.05295,-2.48585,5379,6215,5660,3237,3905,5513,5436,5806
http://statistics.data.gov.uk/id/statistical-geography/S01000314,57.05513,-2.14044,6201,4134,5707,2711,4705,4568,5926,5700
http://statistics.data.gov.uk/id/statistical-geography/S01000315,57.05416,-2.51005,5716,6189,6304,3176,5185,6432,6250,6372
http://statistics.data.gov.uk/id/statistical-geography/S01000316,57.05125,-3.03775,2940,3103,3812,6145,3227,5467,3995,4227
http://statistics.data.gov.uk/id/statistical-geography/S01000317,57.05394,-2.48977,3565,3207,4864,4625,2457,5151,4173,4381
http://statistics.data.gov.uk/id/statistical-geography/S01000318,57.05449,-2.49816,5804,6449,6497,4126,6483,6298,6477,6503
http://statistics.data.gov.uk/id/statistical-geography/S01000319,57.05613,-2.13302,2782,4857,6413,3286,3519,6079,6086,5740
http://statistics.data.gov.uk/id/statistical-geography/S01000320,57.05828,-2.14094,4980,5643,6390,4058,4262,2913,6230,6220
http://statistics.data.gov.uk/id/statistical-geography/S01000321,57.05701,-2.11511,6220,5600,5940,718,6058,5772,6154,5652
http://statistics.data.gov.uk/id/statistical-geography/S01000322,57.05786,-2.48667,6186,6342,6356,2471,6304,6473,6328,6430
http://statistics.data.gov.uk/id/statistical-geography/S01000323,57.05728,-2.49655,6108,5379,5294,4101,3693,4602,4780,5462
http://statistics.data.gov.uk/id/statistical-geography/S01000324,57.05962,-2.14194,6350,4554,6166,3837,4629,6247,6340,6208
http://statistics.data.gov.uk/id/statistical-geography/S01000325,57.05737,-2.47619,4871,5102,6223,1863,5036,4702,5631,5731
http://statistics.data.gov.uk/id/statistical-geography/S01000326,57.06251,-2.13074,4536,3601,4301,6097,3642,5585,4315,4838
http://statistics.data.gov.uk/id/statistical-geography/S01000327,57.06079,-2.13525,3296,5063,6334,4722,4987,5835,6280,6275
http://statistics.data.gov.uk/id/statistical-geography/S01000328,57.06621,-2.12788,6236,2759,5415,2069,2906,4066,5188,4637
http://statistics.data.gov.uk/id/statistical-geography/S01000329,57.06714,-2.12853,4785,2654,4177,1907,2893,4976,4408,3922
http://statistics.data.gov.uk/id/statistical-geography/S01000330,57.0761,-2.46118,5219,6094,6159,483,4665,4668,5444,5140
http://statistics.data.gov.uk/id/statistical-geography/S01000331,57.073,-2.79431,3797,3502,3454,2144,4740,3753,4228,4078
http://statistics.data.gov.uk/id/statistical-geography/S01000332,57.07405,-2.78896,1826,6024,5330,2285,5272,6077,5350,5430
http://statistics.data.gov.uk/id/statistical-geography/S01000333,57.08914,-2.23881,5209,6312,6406,249,6176,4839,6200,5374
http://statistics.data.gov.uk/id/statistical-geography/S01000334,57.07895,-2.76931,3716,4414,5316,4263,3730,4850,4756,5213
http://statistics.data.gov.uk/id/statistical-geography/S01000335,57.08134,-2.34586,5543,3854,4980,882,4983,5859,4543,4571
http://statistics.data.gov.uk/id/statistical-geography/S01000336,57.10248,-2.1527,5388,4348,5663,509,5053,4886,5796,4954
http://statistics.data.gov.uk/id/statistical-geography/S01000337,57.09101,-2.55212,6033,5657,6037,359,5668,4381,6203,5302
http://statistics.data.gov.uk/id/statistical-geography/S01000338,57.08618,-2.67178,4865,3017,4894,1526,4823,3850,4342,4431
http://statistics.data.gov.uk/id/statistical-geography/S01000339,57.10408,-2.61846,5370,6027,6047,2420,5394,5152,5542,6019
http://statistics.data.gov.uk/id/statistical-geography/S01000340,57.1239,-2.40892,5538,5840,6266,369,5482,2443,6202,5278
http://statistics.data.gov.uk/id/statistical-geography/S01000341,57.1392,-2.91304,6348,5343,5671,295,5885,4201,5178,4876
http://statistics.data.gov.uk/id/statistical-geography/S01000342,57.12932,-2.86049,2890,4235,3275,3313,3453,4043,3386,3762
http://statistics.data.gov.uk/id/statistical-geography/S01000343,57.11245,-2.63813,5627,5631,6410,292,6130,3539,5960,5255
http://statistics.data.gov.uk/id/statistical-geography/S01000344,57.1292,-2.69097,5205,4181,5749,187,5435,5206,5630,4583
http://statistics.data.gov.uk/id/statistical-geography/S01000345,57.15099,-2.29302,4106,4819,6077,2650,4990,4275,6199,5921
http://statistics.data.gov.uk/id/statistical-geography/S01000346,57.15301,-2.27321,3318,5995,5616,5108,5605,6002,5947,6270
http://statistics.data.gov.uk/id/statistical-geography/S01000347,57.15962,-2.32708,6068,4604,6401,527,5224,1699,6127,5214
http://statistics.data.gov.uk/id/statistical-geography/S01000348,57.15143,-2.28514,5599,5862,6269,2947,6252,5820,6403,6414
http://statistics.data.gov.uk/id/statistical-geography/S01000349,57.15341,-2.29404,5340,4921,6018,2862,4780,4624,5149,5697
http://statistics.data.gov.uk/id/statistical-geography/S01000350,57.15367,-2.30399,5908,5795,6206,1191,6046,6231,6370,6039
http://statistics.data.gov.uk/id/statistical-geography/S01000351,57.15478,-2.28727,4029,5901,6351,3771,5613,6162,6277,6383
http://statistics.data.gov.uk/id/statistical-geography/S01000352,57.15669,-2.27323,6122,6243,6407,4916,5389,6093,6360,6488
http://statistics.data.gov.uk/id/statistical-geography/S01000353,57.15604,-2.30011,6405,6100,6427,1297,6284,6312,6220,6188
http://statistics.data.gov.uk/id/statistical-geography/S01000354,57.15896,-2.29196,5435,5702,5424,520,4162,4887,5073,4775
http://statistics.data.gov.uk/id/statistical-geography/S01000355,57.15584,-2.2924,6279,5315,6337,3531,5326,5827,6480,6389
http://statistics.data.gov.uk/id/statistical-geography/S01000356,57.15861,-2.52724,6431,5340,6352,159,6322,3084,6430,5152
http://statistics.data.gov.uk/id/statistical-geography/S01000357,57.15744,-2.28236,6487,6061,6285,4861,6418,5846,6449,6501
http://statistics.data.gov.uk/id/statistical-geography/S01000358,57.15911,-2.27557,6458,6200,6224,3460,6278,6209,6445,6475
http://statistics.data.gov.uk/id/statistical-geography/S01000359,57.16203,-2.28326,6444,6357,6491,1930,6435,6458,6495,6419
http://statistics.data.gov.uk/id/statistical-geography/S01000360,57.20076,-3.08008,5882,4240,5215,74,6120,2253,4577,3942
http://statistics.data.gov.uk/id/statistical-geography/S01000361,57.17259,-2.41344,6315,5871,6288,467,5990,4145,5976,5505
http://statistics.data.gov.uk/id/statistical-geography/S01000362,57.20606,-2.28916,4807,5589,6272,691,5747,5625,5713,5478
http://statistics.data.gov.uk/id/statistical-geography/S01000363,57.18884,-2.57765,6342,5869,6375,298,6377,4804,6338,5497
http://statistics.data.gov.uk/id/statistical-geography/S01000364,57.19062,-2.80008,5769,5057,6097,65,6095,3975,6024,4713
http://statistics.data.gov.uk/id/statistical-geography/S01000365,57.20551,-2.28781,4921,4885,5915,720,5037,4104,5799,5205
http://statistics.data.gov.uk/id/statistical-geography/S01000366,57.22659,-2.35941,5387,5353,6169,592,5628,5530,6128,5471
http://statistics.data.gov.uk/id/statistical-geography/S01000367,57.22595,-2.34739,5000,5642,6222,805,5073,3625,6314,5574
http://statistics.data.gov.uk/id/statistical-geography/S01000368,57.23058,-2.70146,4838,5710,5092,4911,5682,5202,5222,5982
http://statistics.data.gov.uk/id/statistical-geography/S01000369,57.23178,-2.10069,5090,3683,5549,518,5270,4058,4960,4577
